MED-11	http://www.ncbi.nlm.nih.gov/pubmed/22806241	Statin use and risk of breast cancer: a meta-analysis of observational studies. - PubMed - NCBI	Abstract Emerging evidence suggests that statins' may decrease the risk of cancers. However, available evidence on breast cancer is conflicting. We, therefore, examined the association between statin use and risk of breast cancer by conducting a detailed meta-analysis of all observational studies published regarding this subject. PubMed database and bibliographies of retrieved articles were searched for epidemiological studies published up to January 2012, investigating the relationship between statin use and breast cancer. Before meta-analysis, the studies were evaluated for publication bias and heterogeneity. Combined relative risk (RR) and 95 % confidence interval (CI) were calculated using a random-effects model (DerSimonian and Laird method). Subgroup analyses, sensitivity analysis, and cumulative meta-analysis were also performed. A total of 24 (13 cohort and 11 case-control) studies involving more than 2.4 million participants, including 76,759 breast cancer cases contributed to this analysis. We found no evidence of publication bias and evidence of heterogeneity among the studies. Statin use and long-term statin use did not significantly affect breast cancer risk (RR = 0.99, 95 % CI = 0.94, 1.04 and RR = 1.03, 95 % CI = 0.96, 1.11, respectively). When the analysis was stratified into subgroups, there was no evidence that study design substantially influenced the effect estimate. Sensitivity analysis confirmed the stability of our results. Cumulative meta-analysis showed a change in trend of reporting risk of breast cancer from positive to negative in statin users between 1993 and 2011. Our meta-analysis findings do not support the hypothesis that statins' have a protective effect against breast cancer. More randomized clinical trials and observational studies are needed to confirm this association with underlying biological mechanisms in the future.
MED-12	http://www.ncbi.nlm.nih.gov/pubmed/18338406	beta-Sitosterol enhances tamoxifen effectiveness on breast cancer cells by affecting ceramide metabolism. - PubMed - NCBI	Abstract The objective of this study was to investigate the effects of the dietary phytosterol beta-sitosterol (SIT) and the antiestrogen drug tamoxifen (TAM) on cell growth and ceramide (CER) metabolism in MCF-7 and MDA-MB-231 human breast cancer cells. The MCF-7 and MDA-MB-231 cell lines were studied as models of estrogen receptor positive and estrogen receptor negative breast cancer cells. Growth of both cell lines as determined using the sulforhodamine B assay was inhibited by treatment with 16 microM SIT but only MCF-7 cell growth was inhibited by treatment with 1 microM TAM. The combination of SIT and TAM further inhibited growth in both cell lines, most significantly in MDA-MB-231 cells. CER is a proapoptotic signal and CER levels were increased in both MCF-7 and MDA-MB-231 cells by individual treatment with SIT and TAM and the combined treatment raised cellular CER content even further. SIT and TAM raised CER levels by different means. SIT potently activated de novo CER synthesis in both MCF-7 and MDA-MB-231 cells by stimulating serine palmitoyltransferase activity; whereas TAM promoted CER accumulation in both cell types by inhibiting CER glycosylation. These results suggest that the combination regimen of dietary SIT and TAM chemotherapy may be beneficial in the management of breast cancer patients.
MED-13	http://www.ncbi.nlm.nih.gov/pubmed/23833125	Long-term statin use and risk of ductal and lobular breast cancer among women 55-74 years of age	Abstract Background Mechanistic studies largely support the chemopreventive potential of statins. However, results of epidemiologic studies investigating statin use and breast cancer risk have been inconsistent and lacked the ability to evaluate long-term statin use. Materials and Methods We utilized data from a population-based case-control study of breast cancer conducted in the Seattle-Puget Sound region to investigate the relationship between long-term statin use and breast cancer risk. 916 invasive ductal carcinoma (IDC) and 1,068 invasive lobular carcinoma (ILC) cases 55-74 years of age diagnosed between 2000 and 2008 were compared to 902 control women. All participants were interviewed in-person and data on hypercholesterolemia and all episodes of lipid lowering medication use were collected through a structured questionnaire. We assessed the relationship between statin use and IDC and ILC risk using polytomous logistic regression. Results Current users of statins for 10 years or longer had a 1.83-fold increased risk of IDC [95% confidence interval (CI): 1.14-2.93] and a 1.97-fold increased risk of ILC (95% CI: 1.25-3.12) compared to never users of statins. Among women diagnosed with hypercholesterolemia, current users of statins for 10 years or longer had more than double the risk of both IDC [odds ratio (OR): 2.04, 95% CI: 1.17-3.57] and ILC (OR: 2.43, 95% CI: 1.40-4.21) compared to never users. Conclusion In this contemporary population-based case-control study long-term use of statins was associated with increased risks of both IDC and ILC. Impact Additional studies with similarly high frequencies of statin use for various durations are needed to confirm this novel finding.
MED-14	http://www.ncbi.nlm.nih.gov/pubmed/25304447	Statin use after diagnosis of breast cancer and survival: a population-based cohort study. - PubMed - NCBI	Abstract BACKGROUND: Preclinical studies have shown that statins, particularly simvastatin, can prevent growth in breast cancer cell lines and animal models. We investigated whether statins used after breast cancer diagnosis reduced the risk of breast cancer-specific, or all-cause, mortality in a large cohort of breast cancer patients. METHODS: A cohort of 17,880 breast cancer patients, newly diagnosed between 1998 and 2009, was identified from English cancer registries (from the National Cancer Data Repository). This cohort was linked to the UK Clinical Practice Research Datalink, providing prescription records, and to the Office of National Statistics mortality data (up to 2013), identifying 3694 deaths, including 1469 deaths attributable to breast cancer. Unadjusted and adjusted hazard ratios (HRs) for breast cancer-specific, and all-cause, mortality in statin users after breast cancer diagnosis were calculated using time-dependent Cox regression models. Sensitivity analyses were conducted using multiple imputation methods, propensity score methods and a case-control approach. RESULTS: There was some evidence that statin use after a diagnosis of breast cancer had reduced mortality due to breast cancer and all causes (fully adjusted HR = 0.84 [95% confidence interval = 0.68-1.04] and 0.84 [0.72-0.97], respectively). These associations were more marked for simvastatin 0.79 (0.63-1.00) and 0.81 (0.70-0.95), respectively. CONCLUSIONS: In this large population-based breast cancer cohort, there was some evidence of reduced mortality in statin users after breast cancer diagnosis. However, these associations were weak in magnitude and were attenuated in some sensitivity analyses.
MED-15	http://www.ncbi.nlm.nih.gov/pubmed/14527636	The Garden of Eden--plant based diets, the genetic drive to conserve cholesterol and its implications for heart disease in the 21st century. - PubMed - NCBI	Abstract It is likely that plant food consumption throughout much of human evolution shaped the dietary requirements of contemporary humans. Diets would have been high in dietary fiber, vegetable protein, plant sterols and associated phytochemicals, and low in saturated and trans-fatty acids and other substrates for cholesterol biosynthesis. To meet the body's needs for cholesterol, we believe genetic differences and polymorphisms were conserved by evolution, which tended to raise serum cholesterol levels. As a result modern man, with a radically different diet and lifestyle, especially in middle age, is now recommended to take medications to lower cholesterol and reduce the risk of cardiovascular disease. Experimental introduction of high intakes of viscous fibers, vegetable proteins and plant sterols in the form of a possible Myocene diet of leafy vegetables, fruit and nuts, lowered serum LDL-cholesterol in healthy volunteers by over 30%, equivalent to first generation statins, the standard cholesterol-lowering medications. Furthermore, supplementation of a modern therapeutic diet in hyperlipidemic subjects with the same components taken as oat, barley and psyllium for viscous fibers, soy and almonds for vegetable proteins and plant sterol-enriched margarine produced similar reductions in LDL-cholesterol as the Myocene-like diet and reduced the majority of subjects' blood lipids concentrations into the normal range. We conclude that reintroduction of plant food components, which would have been present in large quantities in the plant based diets eaten throughout most of human evolution into modern diets can correct the lipid abnormalities associated with contemporary eating patterns and reduce the need for pharmacological interventions.
MED-16	http://www.ncbi.nlm.nih.gov/pubmed/3081176	Content of low density lipoprotein receptors in breast cancer tissue related to survival of patients.	Abstract The content of low density lipoprotein (LDL) receptors in tissue from primary breast cancers was determined and its prognostic information compared with that of variables of established prognostic importance. Frozen tumour specimens were selected, and tissue from 72 patients (32 of whom had died) were studied. The LDL receptor content showed an inverse correlation with the survival time. Analysis by a multivariate statistical method showed that the presence of axillary metastasis, content of receptors for oestrogen and LDL, diameter of the tumour, and DNA pattern were all of prognostic value with regard to patient survival. Improved methods of predicting survival time in patients with breast cancer may be of value in the choice of treatment for individual patients.
MED-17	http://www.ncbi.nlm.nih.gov/pubmed/22948801	Diet and breast cancer: understanding risks and benefits. - PubMed - NCBI	Abstract BACKGROUND: Breast cancer is the most commonly diagnosed cancer among women in the United States. Extensive research has been completed to evaluate the relationship between dietary factors and breast cancer risk and survival after breast cancer; however, a summary report with clinical inference is needed. Materials and METHODS: This review summarizes the current epidemiological and clinical trial evidence relating diet to breast cancer incidence, recurrence, survival, and mortality. The review includes emerging epidemiological studies that assess risk within breast cancer subtypes as well as a summary of previous and ongoing dietary intervention trials designed to modify breast cancer risk. RESULTS: The available literature suggests that both low-fat and high-fiber diets may be weakly protective against breast cancer, whereas total energy intake and alcohol appear to be positively associated. Fiber may be weakly protective possibly through modulation of estrogen, whereas fruit and vegetable intake is not clearly associated with risk. Obesity is a risk factor for postmenopausal disease, and adult weight gain should be avoided to reduce risk. In survivors, diet has the greatest potential influence on overall mortality rather than breast cancer-specific events. CONCLUSION: Diet is modestly associated with breast cancer risk; associations appear more pronounced for postmenopausal disease, and healthy choices after diagnosis and treatment likely support longevity more so than reduced risk for recurrent disease.
MED-18	http://www.ncbi.nlm.nih.gov/pubmed/22591208	The association between dietary lignans, phytoestrogen-rich foods, and fiber intake and postmenopausal breast cancer risk: a German case-control st... - PubMed - NCBI	Abstract Phytoestrogens are structurally similar to estrogens and may affect breast cancer risk by mimicking estrogenic/antiestrogenic properties. In Western societies, whole grains and possibly soy foods are rich sources of phytoestrogens. A population-based case-control study in German postmenopausal women was used to evaluate the association of phytoestrogen-rich foods and dietary lignans with breast cancer risk. Dietary data were collected from 2,884 cases and 5,509 controls using a validated food-frequency questionnaire, which included additional questions phytoestrogen-rich foods. Associations were assessed using conditional logistic regression. All analyses were adjusted for relevant risk and confounding factors. Polytomous logistic regression analysis was performed to evaluate the associations by estrogen receptor (ER) status. High and low consumption of soybeans as well as of sunflower and pumpkin seeds were associated with significantly reduced breast cancer risk compared to no consumption (OR = 0.83, 95% CI = 0.70-0.97; and OR = 0.66, 95% CI = 0.77-0.97, respectively). The observed associations were not differential by ER status. No statistically significant associations were found for dietary intake of plant lignans, fiber, or the calculated enterolignans. Our results provide evidence for a reduced postmenopausal breast cancer risk associated with increased consumption of sunflower and pumpkin seeds and soybeans.
MED-19	http://www.ncbi.nlm.nih.gov/pubmed/23434903	Plant Sterols as Anticancer Nutrients: Evidence for Their Role in Breast Cancer	Abstract While many factors are involved in the etiology of cancer, it has been clearly established that diet significantly impacts one’s risk for this disease. More recently, specific food components have been identified which are uniquely beneficial in mitigating the risk of specific cancer subtypes. Plant sterols are well known for their effects on blood cholesterol levels, however research into their potential role in mitigating cancer risk remains in its infancy. As outlined in this review, the cholesterol modulating actions of plant sterols may overlap with their anti-cancer actions. Breast cancer is the most common malignancy affecting women and there remains a need for effective adjuvant therapies for this disease, for which plant sterols may play a distinctive role.
MED-20	http://www.ncbi.nlm.nih.gov/pubmed/21422422	Total Cholesterol and Cancer Risk in a Large Prospective Study in Korea	Abstract Purpose To further clarify the relationship between total cholesterol and cancer, which remains unclear. Methods We prospectively examined the association between total cholesterol and site-specific and all-cancer incidence among 1,189,719 Korean adults enrolled in the National Health Insurance Corporation who underwent a standardized biennial medical examination in 1992 to 1995 and were observed for 14 years until cancer diagnosis or death. Results Over follow-up, 53,944 men and 24,475 women were diagnosed with a primary cancer. Compared with levels less than 160 mg/dL, high total cholesterol (≥ 240 mg/dL) was positively associated with prostate cancer (hazard ratio [HR], 1.24; 95% CI, 1.07 to 1.44; P trend = .001) and colon cancer (HR, 1.12; 95% CI, 1.00 to 1.25; P trend = .05) in men and breast cancer in women (HR, 1.17; 95% CI, 1.03 to 1.33; P trend = .03). Higher total cholesterol was associated with a lower incidence of liver cancer (men: HR, 0.42; 95% CI, 0.38 to 0.45; P trend < .001; women: HR, 0.32; 95% CI, 0.27 to 0.39; P trend < .001), stomach cancer (men: HR, 0.87; 95% CI, 0.82 to 0.93; P trend ≤ .001; women: HR, 0.86; 95% CI, 0.77 to 0.97; P trend = .06), and, in men, lung cancer (HR, 0.89; 95% CI, 0.82 to 0.96; P trend < .001). Results for liver cancer were slightly attenuated after additional adjustment for liver enzyme levels and hepatitis B surface antigen status (men: HR, 0.60; P trend < .001; women: HR, 0.46; P trend = .003) and exclusion of the first 10 years of follow-up (men: HR, 0.59; P trend < .001; women: HR, 0.44; P trend < .001). Total cholesterol was inversely associated with all-cancer incidence in both men (HR, 0.84; 95% CI, 0.81 to 0.86; P trend < .001) and women (HR, 0.91; 95% CI, 0.87 to 0.95; P trend < .001), but these associations were attenuated after excluding incident liver cancers (men: HR, 0.95; P trend < .001; women: HR, 0.98; P trend = .32). Conclusion In this large prospective study, we found that total cholesterol was associated with the risk of several different cancers, although these relationships differed markedly by cancer site.
MED-21	http://www.ncbi.nlm.nih.gov/pubmed/11840688	Vegetarian diet ameliorates symptoms of atopic dermatitis through reduction of the number of peripheral eosinophils and of PGE2 synthesis by monocy... - PubMed - NCBI	Abstract Many patients with atopic dermatitis are dissatisfied with conventional treatments based on topical steroids and have experienced some traditional remedies and alternative therapies. However, most of such therapies have not been evaluated scientifically and clinically by specialists. This study was designed to assess whether a certain vegetarian diet might be effective for atopic dermatitis and if so, to identify the mechanisms of this remedy through analyses of immunological parameters. An open-trial study was carried out in twenty patients with atopic dermatitis. An improvement of dermatitis was evaluated by SCORAD index and serological and immunological parameters were monitored. After a two-month treatment, the severity of dermatitis was strikingly inhibited, as assessed by SCORAD index and serological parameters including LDH5 activity and a number of peripheral eosinophils. A sharp reduction in eosinophils and neutrophils was observed prior to improvement in the skin inflammation. In addition, PGE2 production by peripheral blood mononuclear cells was reduced by this treatment. In contrast, serum IgE levels did not change during the same period. Although this study is an open-trial one, it suggests that this treatment may be useful for the treatment of adult patients with severe atopic dermatitis.
MED-22	http://www.ncbi.nlm.nih.gov/pubmed/4019393	Vegan regimen with reduced medication in the treatment of bronchial asthma. - PubMed - NCBI	Abstract Thirty-five patients who had suffered from bronchial asthma for an average of 12 yr, all receiving long-term medication, 20 including cortisone, were subject to therapy with vegan food for 1 yr. In almost all cases, medication was withdrawn or drastically reduced. There was a significant decrease in asthma symptoms. Twenty-four patients (69%) fulfilled the treatment. Of these, 71% reported improvement at 4 months and 92% at 1 yr. There was a significant improvement in a number of clinical variables; for example, vital capacity, forced expiratory volume at one sec and physical working capacity, as well as a significant change in various biochemical indices as haptoglobin, IgM, IgE, cholesterol, and triglycerides in blood. Selected patients, with a fear of side-effects of medication, who are interested in alternative health care, might get well and replace conventional medication with this regimen.
MED-23	http://www.ncbi.nlm.nih.gov/pubmed/2196084	Side-effect profile of cyclosporin A in patients treated for psoriasis. - PubMed - NCBI	Abstract This is a review of the side-effects of cyclosporin A (CyA) in patients with severe psoriasis; renal dysfunction and hypertension are discussed elsewhere. In particular, paraesthesia, hypertrichosis, gingival hyperplasia and gastrointestinal disorders may occur, but are generally transient, mild-to-moderate in severity and only rarely require discontinuation of CyA. Infections are not a problem. As expected with an immunosuppressive drug, there is the possible risk of tumour development, particularly squamous cell carcinomas. However, these skin malignancies developed almost exclusively in patients previously treated with PUVA and/or methotrexate. The few lymphoproliferative disorders regressed spontaneously on discontinuation of the drug. Whether the isolated cases of solid tumours were CyA-related is not known. Apart from a raised serum creatinine, an important indicator of renal dysfunction, the laboratory abnormalities included hypomagnesaemia, hyperkalaemia, increased uric acid, changes in liver function tests, and fluctuations in the serum cholesterol and triglyceride levels. Although most of these changes were not clinically relevant, laboratory monitoring of patients with psoriasis treated with CyA is essential.
